promoId,rname,startDate,endDate,discount
Special grab order,QDOBA Mexican Eats,2020-08-20,2020-09-05,35
Chill vacay order,JCW's,2019-12-03,2020-06-28,55
Good stay item,Fresh City,2020-04-05,2020-04-29,5
Great day snack,Chick-fil-a Orange Avenue,2020-03-08,2020-04-06,35
Blue day item,Crown Fried Chicken,2019-11-08,2019-12-25,50
Cool stay order,Amigos/Kings Classic,2019-11-18,2019-11-30,10
Cool stay item,Shloma Inc,2020-04-01,2020-08-24,20
Blue holiday snack,Tina's Carryout Restaurant,2019-11-30,2020-10-28,50
Romantic grab meal,El Paragua Restaurant,2020-05-02,2020-10-22,5
Great home snack,b.good,2019-11-26,2020-05-27,30
Good grab snack,Runza,2019-12-01,2020-10-22,5
White day meal,Mazatlan Mexican Restaurant,2020-09-15,2020-09-27,55
Perfect quarantine meal,Car's Late Night Delivery,2020-04-15,2020-09-06,25
Blue rest meal,Cookout,2020-03-20,2020-10-06,5
Good vacay snack,The Biscuit Factory,2019-11-13,2020-09-04,10
Hot stay snack,Pizza One,2019-11-18,2020-04-24,30
Hot day meal,Capriotti's Sandwich Shop,2020-03-09,2020-07-03,40
Super day food,Chick-fil-A,2020-07-25,2020-09-21,25
Super day order,Back Yard Burgers,2019-11-05,2020-03-07,15
Good grab order,Taco Time,2020-02-11,2020-10-27,30
Hot grab order,Greek Oven Pizza and Wings,2020-05-17,2020-08-23,50
White day item,Papa John’s Pizza,2020-01-13,2020-10-01,55
Great stay meal,Nick's Gyros,2020-07-01,2020-10-06,25
Smart grab snack,Schlotzsky's,2020-01-03,2020-09-23,50
Romantic home meal,Crystal Restaurant,2019-12-31,2020-04-02,55
Special day snack,Pacific Rim,2019-12-03,2020-07-31,40
Romantic quarantine food,Long John Silver's / A&W,2020-03-29,2020-10-11,35
Perfect vacay snack,Dairy Queen - Round Rock,2019-11-01,2020-06-28,55
Perfect stay item,BLIMPIE,2020-09-20,2020-10-07,20
Chill vacay food,Carls Jr. / Green Burrito,2019-12-09,2020-05-29,40
Blue home meal,In-N-Out Burger,2019-11-01,2020-02-21,15
Smart vacay snack,A & W Family Restaurant,2020-03-27,2020-10-04,35
White home item,Car's Late Night Delivery,2019-11-05,2020-03-29,20
Hot day snack,Isabella's Pizzeria,2019-12-28,2020-10-22,15
Smart quarantine snack,Gabby's Burgers & Fries,2020-05-16,2020-09-17,15
Cool stay food,Cafe Rio,2020-07-27,2020-08-23,45
Hot day food,Stars Drive-In,2019-11-16,2020-08-08,15
Blue day order,Omega Drive-In,2019-12-29,2020-06-25,55
Blue quarantine snack,Jack Pirtles Chicken,2019-12-04,2020-04-21,55
Hot vacay snack,Greek Oven Pizza and Wings,2019-11-18,2020-01-21,40
White grab food,Luby's,2020-01-18,2020-01-23,15
White vacay item,Taco Delight,2020-08-28,2020-09-07,25
White home food,Eldon Drive In,2020-03-26,2020-08-09,10
Hot day meal,Chick-fil-a Truett's Luau,2020-04-29,2020-06-24,5
Amazing rest food,The Flame Broiler,2019-11-08,2019-11-26,50
Amazing grab food,Raising Cane's Chicken Fingers,2020-05-11,2020-09-26,25
Hot stay item,Dual - Carls / Grn Burrito 1100654,2020-05-10,2020-09-28,20
Special home item,Seaside Eatery,2019-12-16,2020-05-24,30
Good rest meal,Tina's Carryout Restaurant,2020-02-13,2020-09-25,45
Great holiday snack,Meatheads,2020-09-16,2020-10-22,25
Chill stay item,Jim's Coney Island,2020-09-02,2020-10-26,45
Perfect stay order,Rapid Ray's,2020-01-04,2020-04-28,10
Chill holiday snack,Popeyes,2019-12-17,2020-06-28,30
Smart quarantine item,Papa Johns,2019-12-13,2020-06-18,35
Good rest meal,Tom's Drive In,2019-11-12,2020-03-11,40
White day item,Tom & Jerry's,2020-01-20,2020-09-26,50
White rest order,Shepard's Drive-In,2019-11-05,2019-11-30,10
Perfect quarantine meal,Hub City Express,2020-04-16,2020-09-26,40
Cool rest snack,Ball State Lafollette Dining,2019-12-02,2019-12-05,25
Hot rest order,SUBWAY,2019-12-03,2020-09-13,35
Blue holiday order,Popeyes Louisiana Kitchen,2019-12-15,2020-01-04,20
Special stay food,Rapid Ray's,2019-12-10,2020-10-11,35
Hot holiday snack,Aw Restaurant,2020-05-26,2020-06-11,10
Hot stay order,Ball State Lafollette Dining,2019-11-05,2020-10-20,40
Amazing home meal,Sunrise Cafe,2020-06-28,2020-09-06,15
Good day meal,Au Bon Pain,2019-11-15,2019-11-28,45
Romantic home food,Osgood's,2020-01-19,2020-03-11,20
Good holiday meal,BLIMPIE,2019-11-05,2020-01-12,40
Special vacay order,Sammy Carry-Out,2019-11-11,2020-04-29,5
Special holiday order,Nick's Burgers,2020-03-09,2020-06-15,15
White day meal,Mariu Kebabberia Gastronomica,2019-11-11,2020-05-11,50
Perfect home order,El Tarasco Mexican Food,2019-12-18,2020-02-23,30
Amazing holiday snack,Tom's Drive In,2019-11-06,2020-06-16,5
Super home snack,BGR - The Burger Joint,2020-04-12,2020-09-20,35
Special home order,Port of Subs,2019-11-17,2020-01-23,55
Smart stay snack,Breadeaux Pizza,2019-12-30,2020-09-27,45
Perfect grab food,Schlotzsky's,2020-06-13,2020-06-15,5
Super vacay food,Granny's Drive-In,2019-11-17,2020-01-05,15
Hot grab food,Hub City Express,2019-11-23,2020-01-24,5
Chill home snack,Good Times Burgers & Frozen Custard,2020-05-14,2020-09-25,20
Special home food,Arby's Antigo,2020-07-11,2020-10-17,30
Great stay food,Spangle's,2020-01-06,2020-05-23,5
Hot home order,Jersey Mike's Subs,2020-03-07,2020-06-14,45
Perfect quarantine snack,Captain D's,2020-02-29,2020-10-04,20
Blue grab snack,Foster's Freeze,2020-04-01,2020-10-22,10
Romantic stay food,Strongwater Spirits & Botanicals,2020-07-16,2020-07-23,5
Great rest meal,Topper's Pizza,2020-07-13,2020-09-09,10
Hot grab item,Integrated Therapy Specialists: Arnold D Larson,2020-03-17,2020-06-21,30
Good day food,Wienerschnitzel,2020-03-21,2020-08-04,55
Amazing day food,ShopRite,2020-05-31,2020-10-30,20
Special home food,Checker's,2020-08-17,2020-08-25,40
Cool vacay meal,Nino's Pizza,2020-05-04,2020-10-11,50
Amazing vacay food,Ivar's Seafood Bar,2020-07-27,2020-09-25,10
Great grab meal,Checker's,2020-02-07,2020-07-20,20
Blue day meal,Five Guys,2020-10-06,2020-10-11,55
Special day food,Simmies Arirang Hill Cheese Steak,2019-11-26,2020-03-20,5
Special quarantine meal,Circle Drive In,2019-11-22,2020-04-03,10
Blue vacay food,Kenny's Drive-In,2019-11-02,2020-05-02,5
Hot grab item,Baskin-Robbins,2020-05-01,2020-06-08,50
Smart holiday food,Smoothie King,2020-01-10,2020-09-26,15
Chill rest snack,Noodles & Company,2020-01-19,2020-09-04,30
Good stay item,Frugals,2019-12-10,2020-01-23,25
Good stay order,Dan's Seafood & Chicken,2019-11-07,2020-04-15,40
Hot vacay meal,Jason's Deli,2019-11-06,2020-06-12,35
Crazy stay order,Tom's Grill,2020-01-30,2020-04-21,20
Cool rest item,Port of Subs,2019-11-30,2020-03-11,50
Perfect stay item,Music City Subs,2020-06-18,2020-08-28,10
White rest meal,Waffle House,2020-02-10,2020-07-23,55
Amazing vacay food,Lenny's Sub Shop,2019-11-26,2020-02-18,10
Blue grab snack,Kenny's Drive-In,2020-01-18,2020-08-10,40
Smart rest meal,Bad Daddys Burger Bar,2019-11-08,2020-04-24,45
Hot stay order,Steak N Shake,2020-07-08,2020-10-13,55
Special rest food,Italian Pizzeria Restaurant,2019-11-06,2020-06-11,10
Great rest snack,Fatburger,2019-11-30,2020-06-28,40
Crazy holiday food,Penguin Point,2020-02-18,2020-08-16,50
Romantic stay meal,Carls Jr. / Green Burrito,2020-06-14,2020-08-29,5
Hot stay item,Jolly's Drive-In,2020-04-19,2020-10-05,40
Special day snack,Taco Time,2020-04-17,2020-06-15,20
Good rest order,Rancher's Roast Beef Inc.,2020-05-12,2020-08-12,50
White quarantine snack,Nathan's Famous,2020-07-04,2020-08-22,40
Blue quarantine order,Tellers Tap Room & Kitchen,2020-06-28,2020-08-16,50
Super vacay order,Taco Bueno,2020-06-08,2020-10-09,20
Romantic day snack,L&L Hawaiian Barbecue,2020-09-08,2020-10-15,45
Amazing rest item,Boston Market,2019-11-14,2020-05-05,25
Amazing stay order,Jimmy John's Gourmet Sandwiches,2019-12-11,2020-09-17,40
Smart rest food,Culver's,2020-07-31,2020-09-16,55
Amazing home meal,Richie's Restaurant,2020-07-19,2020-10-19,45
Special home snack,Thrasher's French Fries,2020-03-04,2020-07-02,55
Chill day food,Arbys,2019-11-28,2020-03-23,30
Special holiday food,Papa Gino's,2019-12-31,2020-07-25,45
Romantic rest order,Frisch's Big Boy,2020-03-28,2020-04-23,5
Smart day order,Roy Rogers,2020-02-24,2020-10-13,35
Hot day snack,Rich's Mighty Fine Burgers Grub,2020-03-20,2020-04-11,35
Hot holiday food,Mcdonald's - Walmart,2020-02-29,2020-10-04,50
Romantic vacay snack,Tom & Jerry's,2019-12-16,2020-10-06,45
Great rest food,Shepard's Drive-In,2019-12-17,2020-07-13,40
Smart home order,Chick-fil-a Orange Avenue,2020-02-20,2020-10-02,45
Amazing stay meal,Wingstop,2020-05-27,2020-09-15,35
Cool grab food,Bamboo Bistro,2019-12-12,2020-04-09,50
Good stay order,Roly Poly,2020-03-21,2020-08-15,40
Romantic holiday meal,Tellers Tap Room & Kitchen,2020-03-22,2020-10-10,15
Chill vacay meal,Mickey's Gyros & Ribs,2019-12-09,2020-06-02,20
Cool stay order,Dan's Seafood & Chicken,2020-03-20,2020-10-10,10
Special quarantine snack,Rich's Mighty Fine Burgers Grub,2020-03-22,2020-04-06,10
Amazing home item,Taco Cabana,2020-07-30,2020-08-31,10
Smart stay snack,name,2020-04-07,2020-09-23,5
Hot holiday snack,Yellow Cab Pizza Co.,2019-11-11,2020-05-02,25
Special day item,The Chicken Place,2020-07-04,2020-07-10,5
Amazing grab order,Hardees,2019-11-17,2020-08-16,30
Hot holiday item,Siam To Go,2019-12-03,2020-03-04,30
Great home item,Quick,2019-11-29,2019-12-22,15
Great home item,China King,2020-01-06,2020-02-14,55
Chill day order,Shloma Inc,2020-03-05,2020-06-15,10
Smart rest item,Firehouse Subs,2019-11-11,2020-03-25,35
Smart holiday item,Shepard's Drive-In,2020-08-27,2020-09-19,30
Smart day food,Woody's Sloppy Dogs,2020-01-23,2020-02-17,30
Hot stay order,Kentucky Fried Chicken,2020-02-13,2020-04-03,45
Amazing quarantine food,Wings And Philly,2020-07-17,2020-08-19,20
Special stay order,Northeastern State University,2020-06-08,2020-07-19,40
Amazing holiday item,Zip's Hamburgers And Fish,2020-06-01,2020-07-31,5
White stay order,31st Avenue Gyro,2020-03-27,2020-03-31,25
White day order,Circle Drive In,2020-01-11,2020-05-13,5
Special holiday food,Greyhound,2020-02-03,2020-08-05,55
Romantic stay order,Mcdonald's,2019-11-05,2020-08-04,5
Cool rest food,Sonic Drive-In,2020-04-08,2020-05-26,5
Blue home order,Checker's,2020-01-16,2020-10-22,15
White day food,L&l Hawaiian Barbecue,2019-12-03,2020-10-26,10
Chill stay order,Checker's Hamburgers,2019-11-09,2020-01-11,10
Romantic holiday order,China King Restaurant,2020-01-05,2020-09-24,20
Special day meal,Noodles & Company,2019-11-15,2020-02-11,20
Smart home item,Seaside Eatery,2019-12-29,2020-06-10,35
Super holiday item,Italian Pizzeria Restaurant,2020-01-16,2020-10-14,10
Perfect day item,DQ Woodlands,2019-12-12,2020-10-13,10
Hot quarantine meal,Braum's,2020-04-29,2020-05-21,10
Super vacay meal,Mr. Hero,2020-02-07,2020-03-23,25
Amazing quarantine snack,Jimmy John's,2020-02-10,2020-09-30,10
Good grab order,Mc Donald's,2019-11-30,2019-12-16,55
Chill day meal,L&L Hawaiian Barbecue,2020-02-10,2020-09-09,20
Super rest food,Chipotle Mexican Grill,2020-06-01,2020-08-31,55
Cool vacay item,Kim Lee Fast Food,2020-03-20,2020-10-20,40
Romantic day food,Jolly's Drive-In,2020-03-28,2020-10-17,50
Romantic day meal,Slim Chickens,2020-01-02,2020-03-16,20
Amazing stay snack,Hungry Andy's,2019-11-24,2020-01-03,25
Chill holiday order,Papa Johns Pizza,2020-02-23,2020-08-05,35
Perfect rest snack,Penn Station East Coast Subs,2020-09-20,2020-10-27,25
White grab meal,Strongwater Spirits & Botanicals,2020-01-26,2020-06-14,5
Cool home meal,Rush's,2020-08-08,2020-09-02,10
Special holiday item,Long John Silvers,2019-12-13,2020-04-02,25
Smart vacay food,Mario's Natural Roman Pizza,2020-05-03,2020-06-15,10
Special quarantine snack,Taco Mayo,2020-06-13,2020-08-23,20
Great quarantine food,Chick-fil-a Truett's Luau,2020-02-06,2020-04-15,15
Crazy holiday food,Handy's Lunch,2020-03-02,2020-03-22,40
Chill stay food,Bob Evans Restaurant,2019-12-17,2020-10-06,35
Special stay item,In-A-Tub,2020-01-16,2020-05-31,15
Good vacay meal,McLaren's Pantry,2019-11-30,2020-02-11,50
Perfect holiday snack,Wendy Two Two Eight,2020-02-02,2020-06-28,35
Blue quarantine meal,Skyline Chili,2020-06-13,2020-10-10,5
Smart vacay order,Smashburger,2020-06-17,2020-08-12,5
Smart vacay item,Crystal Restaurant,2019-11-30,2020-01-13,55
White grab food,Subway Citgo of Quarryville,2020-02-21,2020-04-11,30
Super vacay item,Kasa's Pizza,2019-12-09,2020-07-22,5
Blue grab snack,Taco Cabana,2020-02-29,2020-06-07,10
Great grab food,Zip's Hamburgers And Fish,2020-03-06,2020-06-20,15
Smart stay food,Good Times Burgers & Frozen Custard,2019-11-29,2020-04-25,25
Crazy grab meal,Garden Fast Food,2020-01-30,2020-06-08,30
Super vacay order,Grandy's,2020-04-22,2020-08-28,15
Great quarantine food,Tina's Carryout Restaurant,2019-11-21,2020-07-13,40
Perfect vacay meal,Original Tracks,2020-05-20,2020-08-27,45
Blue stay order,Lanesplitter Pizza & Pub,2019-11-20,2020-05-05,30
Smart stay order,Hardee's,2020-02-06,2020-07-27,45
Super day order,McLaren's Pantry,2020-04-06,2020-06-08,55
Hot grab item,KFC/Taco Bell,2019-11-08,2020-02-15,55
Smart stay snack,Captain D's Seafood,2020-06-20,2020-07-28,30
Great quarantine item,Cook Out,2019-11-12,2020-06-30,30
Amazing home food,Omega Drive-In,2020-04-28,2020-07-10,50
Hot rest food,Penn Station East Coast Subs,2019-12-26,2020-08-21,15
Special stay order,Braum's,2020-04-09,2020-07-02,25
Chill quarantine food,Circle Drive In,2019-12-16,2020-08-03,10
White vacay item,Cousins Subs of Green Bay - Oneida St. & Ramada Way,2020-01-29,2020-06-13,40
Romantic vacay meal,Chipotle Mexican Grill,2020-02-09,2020-05-09,25
Smart quarantine item,Little Caesar's Pizza Smithfield,2020-02-22,2020-06-14,15
Super rest meal,Dairy Freeze,2020-10-16,2020-10-22,15
Crazy quarantine item,Car's Late Night Delivery,2020-02-10,2020-10-09,45
Hot vacay snack,Bills Place,2020-03-11,2020-09-03,45
Cool quarantine snack,SUBWAY®,2019-11-26,2020-07-04,10
Great quarantine order,Pacific Rim,2020-05-11,2020-06-30,40
Super rest meal,Checker's,2020-07-07,2020-09-30,40
Great stay item,Braum's Ice Cream & Dairy Store,2019-11-16,2020-03-11,20
White holiday food,Tubby's Grilled Submarines,2020-07-13,2020-08-19,20
Amazing quarantine meal,Arbys,2019-12-30,2020-07-10,30
Chill day item,Yellow Cab Pizza Co.,2019-11-06,2020-10-13,40
Blue vacay food,Hotdoks,2020-04-28,2020-09-28,15
Blue holiday snack,Kennedy Fried Chicken & Pizza,2019-11-24,2020-10-17,5
Blue grab meal,Great Steak,2020-01-01,2020-10-20,35
Special grab food,Kenny's Drive-In,2019-11-10,2020-01-02,10
Chill holiday food,Flip Burger Bar,2020-05-21,2020-09-03,25
Great vacay order,Krystal,2019-11-07,2020-03-26,5
Crazy stay snack,Kings Contrivance Jewelers,2019-11-14,2020-09-26,15
Smart stay meal,Zip's Hamburgers And Fish,2019-12-13,2020-03-21,55
Good stay item,Carl's / Green Burrito,2019-11-10,2020-06-17,5
Crazy holiday meal,Pete's Burgers,2020-06-28,2020-07-13,20
Smart home order,Smoothie King,2019-12-09,2019-12-27,30
Chill grab food,Sunrise Cafe,2020-02-01,2020-06-02,15
Chill stay snack,Jimmy John's Gourmet Sandwiches,2020-01-06,2020-06-13,20
Amazing rest snack,Sammy Carry-Out,2019-12-04,2020-10-20,30
Perfect stay food,Fallguys Burger Company,2020-03-29,2020-07-01,20
Crazy day meal,Sensenig Poultry LLC,2020-07-10,2020-08-16,10
Cool quarantine order,The Great Steak & Potato Co.,2020-04-05,2020-05-20,25
Chill home order,Steak Escape,2020-06-07,2020-09-10,55
Blue stay food,Schlotzsky's,2020-02-17,2020-04-08,55
Amazing grab item,Dairy Isle,2020-02-02,2020-10-14,10
Perfect grab meal,Wingstop,2020-08-12,2020-08-22,20
Hot quarantine order,Taco John's,2020-03-15,2020-09-13,35
Good day meal,The Chicken Place,2020-06-28,2020-08-07,15
Chill grab snack,Raising Cane's Chicken Fingers,2019-11-29,2020-05-17,15
Special grab food,Convergence Zone,2020-03-29,2020-07-21,30
White home meal,Blimpie,2019-12-05,2020-07-18,10
Cool stay order,Blakes Lotaburger,2020-04-15,2020-04-22,20
Smart stay meal,Lion's Choice,2020-02-04,2020-09-15,10
White holiday item,Costa Vida Fresh Mexican Grill,2020-04-08,2020-09-28,20
Super grab snack,Mcdonald's,2020-01-13,2020-09-16,20
Smart home item,Domino's Pizza,2020-02-01,2020-05-24,15
Smart home order,Mazatlan Mexican Restaurant,2020-02-09,2020-08-25,40
Great quarantine food,Maui Tacos,2020-05-04,2020-05-05,55
Smart day meal,Jim Bob's Chicken Fingers,2019-12-25,2020-04-28,30
Special grab item,Great Steak And Potato Co,2020-01-25,2020-10-22,50
Super vacay food,Zip's Hamburgers And Fish,2019-12-30,2020-08-28,35
Hot stay food,Quizno's +,2019-12-15,2020-05-10,40
Perfect vacay food,Carl's Jr,2019-11-10,2019-12-17,15
Good stay order,Jamba Juice,2019-12-26,2020-05-19,50
Romantic grab item,Baker's Drive Thru,2019-11-11,2020-09-12,45
Super day order,Tubby's Grilled Submarines,2020-03-11,2020-04-28,5
Crazy quarantine meal,Carl's Jr.,2020-04-21,2020-08-04,35
Cool rest meal,Seaside Eatery,2020-06-23,2020-07-14,10
White home item,Church's Chicken,2020-09-30,2020-10-23,20
Chill home item,Sconecutter,2019-12-16,2020-01-29,5
Smart grab order,L&l Hawaiian Barbecue,2020-04-22,2020-10-20,55
Special grab meal,Cherry Hill Drive In Ice Cream,2020-06-30,2020-08-28,35
Great quarantine food,Coop DeVille,2020-01-02,2020-10-22,45
Chill quarantine food,Music City Subs,2020-07-24,2020-10-27,45
Special home item,Ny Chicken Fish,2020-07-14,2020-09-19,45
Good holiday meal,Back Yard Burgers,2020-05-04,2020-09-13,15
Romantic stay order,Chicago Union Station Food Court,2019-11-01,2020-07-20,50
Romantic grab order,Tom & Jerry's,2019-12-03,2020-02-14,55
Blue day order,Raising Cane's Chicken Fingers,2019-12-05,2020-06-06,50
Smart stay snack,Penn Station East Coast Subs,2020-07-02,2020-09-26,35
Great home food,Saladworks,2019-11-01,2020-01-03,50
Blue stay item,A&W Restaurant,2020-04-07,2020-07-08,35
Good grab food,D'Angelo Grilled Sandwiches,2020-02-13,2020-10-30,5
Romantic day meal,McDonald's,2020-02-01,2020-07-23,30
Amazing stay food,El Paragua Restaurant,2019-12-24,2020-06-18,40
Crazy home item,Luna Corner Pizza,2020-04-07,2020-08-28,5
Great vacay order,Dairy Isle,2020-05-20,2020-10-03,5
Good rest item,Port Of Subs,2020-02-15,2020-09-10,10
Great day meal,Mocha Express,2020-08-18,2020-10-20,20
Romantic vacay snack,Flip Burger Bar,2020-04-25,2020-05-29,50
Good grab food,Einstein Bros Bagels,2020-03-25,2020-05-12,25
White vacay meal,Arbys,2019-11-11,2020-07-11,20
Chill rest snack,Ivar's Seafood Bar,2019-11-12,2020-02-16,20
Good vacay snack,Jamjam,2020-04-19,2020-07-18,20
Chill quarantine order,Mcdonald's,2020-03-02,2020-04-11,15
Romantic quarantine food,Captain D's Seafood,2019-12-27,2020-05-06,45
Romantic quarantine item,Topper's Pizza,2019-11-30,2020-03-29,5
Romantic rest food,Teddy's Bigger Burgers,2019-12-05,2020-08-07,55
Cool home meal,Pei Wei,2020-09-13,2020-09-26,40
Smart vacay food,Islands Restaurant,2020-07-21,2020-09-23,45
Special holiday food,Burger's Landing,2020-05-31,2020-06-28,55
Chill vacay order,City Bites,2019-11-08,2020-08-02,45
Blue day snack,St Louis Original Hamburgers,2020-07-13,2020-09-03,15
Smart day meal,Nick's Burgers,2020-02-13,2020-05-31,25
Super vacay snack,McDonald's,2020-02-21,2020-09-12,45
Romantic vacay order,Slim Chickens,2020-04-04,2020-09-03,15
Amazing quarantine food,Ivar's Seafood Bar,2019-11-08,2020-09-22,35
Smart holiday item,Kerby's Koney Island,2020-02-06,2020-05-20,30
Amazing quarantine food,Sbarro,2020-03-15,2020-07-23,10
Amazing home item,Original Tracks,2020-05-20,2020-08-08,20
White vacay snack,KFC - Kentucky Fried Chicken,2020-01-11,2020-09-09,20
Romantic stay food,Kfc - Kentucky Fried Chicken,2020-10-16,2020-10-21,45
White home meal,Bravo Tacos,2019-11-15,2020-09-10,35
Special grab meal,Qdoba Mexican Grill,2019-12-09,2020-01-29,30
Crazy home snack,Sonic Drive-in (trailer),2020-02-16,2020-10-31,30
Hot day order,Hardee's,2020-06-15,2020-08-03,45
Super quarantine snack,Cookout,2020-02-22,2020-10-28,50
Crazy vacay item,BIG & little's Restaurant,2020-02-24,2020-10-12,25
Perfect stay snack,Rally's Springfield,2020-01-03,2020-04-21,40
Special rest meal,Mariu Kebabberia Gastronomica,2020-02-24,2020-10-01,20
Cool stay snack,World Wrapps,2020-04-19,2020-05-14,15
Cool vacay food,Omega Drive-In,2020-05-10,2020-10-16,45
Hot stay item,The Flame Broiler,2020-06-14,2020-08-31,5
Perfect grab item,Yum Brands Inc,2019-11-28,2020-07-31,45
